No.;;Fast_Food;Sumber;Tipe;Jenis_Olahan;Label Daging;Label Sayur;Label Buah;Label Kacang;Bumbu;Singkong;Beras;Mie;Pengganti Nasi;Makanan Pokok;Label Snack;Lauk;Mentah;Label Minuman;Label Goreng;Rebus;Kukus;Panggang;Label Seafood;Label Tepung;Label Kuah;Label Pedas;Daging Ayam;Daging Kambing;Daging Babi;Daging Sapi;Ikan;Gambar
90;Bakwan;Ya;Tepung;Makanan Ringan;Goreng;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2023/07/28073104/Resep-Bakwan-Sayur-Favorit-Camilan-Keluarga-di-Rumah-.jpg.webp
91;Baligo;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://rimbakita.com/wp-content/uploads/2020/08/kundur.jpg
92;Bantal;;;;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://cdn.idntimes.com/content-images/community/2020/11/kue-bantal-sumber-ig-at-terunededarementaram-e3a62b69fc2f582e3148201ce8d68802_600x400.jpg
93;Barongko;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://upload.wikimedia.org/wikipedia/commons/5/5e/Barongko_hendak_dimakan.jpg
94;Batang Tading;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://i0.wp.com/bukanarjuna.com/wp-content/uploads/2019/11/batang-teratai.jpg?resize=680%2C453&ssl=1
95;Batar daan;;;;;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://foreignfork.com/wp-content/uploads/2020/11/Batar-daan-7-scaled.jpg
96;Batatas gembili segar;;;;;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cf.shopee.co.id/file/b49af4eb7afe41c41e9246a0005b843f
97;Batatas kelapa ubi bakar;;;;;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/95d754afdf8eb1f2/1200x630cq70/photo.jpg
98;Batatas kelapa ubi kukus;;;;;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/9f91679fd1ba49f0/680x482cq70/singkong-kukus-toping-kelapa-parut-foto-resep-utama.jpg
99;Batatas kelapa ubi segar;;;;;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://th.bing.com/th?id=ABTE8B1595CD1C0C5A990C01CE78BE64402674F61A3C217A9FF9CCB31D6F7E9E29A&w=1144&h=568&c=1
100;Batatas tali ubi rebus;;;;;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/f9664da25cda52e4/1200x630cq70/photo.jpg
101;Bawang Bombay;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://res.cloudinary.com/dk0z4ums3/image/upload/v1621837004/attached_image/berbagai-nutrisi-di-balik-manfaat-bombay.jpg
102;Bawang Merah;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cdn.shopify.com/s/files/1/0369/8321/0116/products/015_640x.jpg?v=1646380408
103;Bawang Putih;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.astronauts.id/blog/wp-content/uploads/2022/11/Manfaat-Bawang-Putih-Untuk-Kulit-yang-Tidak-Banyak-Tahu.jpg
104;Bayam kukus;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/ff942e133f5dc64e/680x482cq70/bayam-kukus-foto-resep-utama.jpg
105;Bayam Merah;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2021/10/15060945/manfaat-bayam-merah-yang-jarang-diketahui-halodoc.jpg
106;Bayam merah segar;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://images.tokopedia.net/img/cache/700/VqbcmM/2020/10/28/6efbc93d-e05c-4446-8c6c-c6d401dc7407.jpg
107;Bayam rebus;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/5be8dc1e0002f811/1200x630cq70/photo.jpg
108;Bayam segar;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://mitalom.com/wp-content/uploads/2015/10/Gambar-Daun-Bayam.jpg
109;Bayam tumis + oncom;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1601173915/chhxzj6dnkwkryigiyrl.jpg
110;Bayam tumis bersantan;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;https://img.kurio.network/FnRZ04iY18q6h7oJzzZDFZOD5Zk=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/21/04/07/2ab69e8a-370d-460a-89ac-0efadafee196.jpe
111;Bebek (itik);;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;https://asset.kompas.com/crops/6unVsacqX8mpZ19lviQLxyDPCoI=/0x0:1000x667/750x500/data/photo/2020/11/03/5fa0cee5cb3cf.jpg
112;Bebek alabio daging segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;https://medioenblog.files.wordpress.com/2018/02/bebek.jpg
113;Bebek daging goreng;;;;Goreng;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;https://asset.kompas.com/crops/y8jlET9Zwl-5iykdc5t58sS-_KY=/0x52:1000x719/750x500/data/photo/2020/07/14/5f0d253a6edd5.jpg
114;Beberuk;;;;;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://s.kaskus.id/images/2019/11/21/10218416_20191121013811.jpg
115;Beef burger;Ya;Daging Sapi, Daging Ayam;Makanan Berat;Panggang;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWwq2UUXL8QenARsDpcg7qwZzj4IOWnI2bxA&usqp=CAU
116;Beef teriyaki;Ya;Daging Sapi, Daging Ayam;Makanan Berat;Panggang;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;https://img.okezone.com/content/2020/07/15/298/2246939/ide-bekal-untuk-suami-ke-kantor-beef-teriyaki-super-praktis-dan-lezat-UpTO4M2iDY.jpg
117;Beef teriyaki masakan;;Daging Sapi, Daging Ayam;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;https://www.masakapahariini.com/wp-content/uploads/2020/12/resep-beef-teriyaki-2-500x300.jpg
118;Beef yakiniku;Ya;Daging Sapi, Daging Ayam;Makanan Berat;Panggang;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;https://asset.kompas.com/crops/AhU41glKqsSubeCYs5GHmurGIAg=/78x42:958x629/780x390/data/photo/2022/12/08/6391613d09412.jpg
119;Beef yakiniku masakan;;Daging Sapi, Daging Ayam;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;https://asset.kompas.com/crops/awoHyKStB8lI_yqs1PTI3VjIHsE=/78x42:958x629/750x500/data/photo/2022/12/08/6391613d09412.jpg
120;Bekasam;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;https://assets-a1.kompasiana.com/items/album/2021/11/13/bekasam-kuliner-fermentasi-khas-wong-sumsel-shd-1-removebg-preview-618f54d2c26b771c5c083212.png
121;Bekasang;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;https://www.surabayapagi.com/po-content/photo/big/a782bead716a8dbee3762c8c79ec4e54.jpg
122;Belibis daging segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;https://assets.tokko.io/2bbdc42e-f0c6-494e-ae09-9d177af2ec61/products/images/cc352d35-2818-45ed-9a63-03f4fbd2247b
123;Belimbing;Tidak;Buah;Makanan Ringan;Mentah;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://faperta.umsu.ac.id/wp-content/uploads/2023/07/Manfaat-Buah-Belimbing-Kaya-Serat-dan-Vitamin-C.jpg
124;Belitung talas kukus;;;;;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;https://asset-a.grid.id/crop/0x0:0x0/700x0/photo/2020/06/29/1496174786.jpg
125;Belut goreng;Tidak;Ikan;Makanan Berat;Goreng;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/d13722a92d4b5a06/1200x630cq70/photo.jpg
126;Belut segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cdn0-production-images-kly.akamaized.net/dzEIf_Zb-p6ktRAywNdWHoTH5Wg=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/2760114/original/080217400_1553484954-Cara_budidaya_belut.jpg
127;Belutlaut segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://mfcepusluh.bpsdmkp.kkp.go.id/asset/foto_berita/SIDAT_OK_-1.jpg
128;Bengkuang;;;;;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://jovee.id/wp-content/uploads/2020/11/shutterstock_1830526784.jpg
129;Bening ayam;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
130;Bentul (Komba) talas segar;;;;;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://sampangkabmuseumjatim.files.wordpress.com/2014/08/talas.jpg
131;Bentul talas kukus;;;;;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;https://i.ytimg.com/vi/zJ9Rg_MIGfY/maxresdefault.jpg
132;Beras Cerdas;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://1.bp.blogspot.com/-bI9SR2CfOMQ/VIuCEHs40eI/AAAAAAAAAK8/iE3VYEXXno8/s1600/1460018_556060297809682_917149226_n.jpg
133;Beras ganyong;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.agrofarm.co.id/wp-content/uploads/2022/04/Ganyong-e1651331774497.jpg
134;Beras Giling;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://images.pexels.com/photos/4187621/pexels-photo-4187621.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
135;Beras Giling masak (nasi);;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://e0.pxfuel.com/wallpapers/769/103/desktop-wallpaper-white-rice-rice-bowl.jpg
136;Beras giling mentah;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://id-test-11.slatic.net/p/f39461bcbf996f071c0e206b97d62889.jpg
137;Beras giling var pelita mentah;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://rottebakery.com/wp-content/uploads/2022/06/white-rice-flour-small-bowl-with-rice-plant.jpg
138;Beras giling var rojolele mentah;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://s0.bukalapak.com/img/06431812631/large/BERAS_ROJOLELE_25KG.png
139;Beras hitam mentah;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://statik.tempo.co/data/2022/01/25/id_1083329/1083329_720.jpg
140;Beras jagung kuning kering mentah;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://thumbs.vdvc.id/olret/images/original/2022/07/21/62d900a97984b-manfaat-tepung-jagung_olret.jpg
141;Beras jagung putih kering mentah;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://awsimages.detik.net.id/community/media/visual/2016/05/06/8a8ccd2e-6879-4e3a-9082-e632e117354c.jpg?w=852
142;Beras Ketan Hitam;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://img.herstory.co.id/articles/archive_20211203/beras-hitam-20211203-092358.jpg
143;Beras Ketan Hitam kukus;;;;;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;https://img.freepik.com/free-photo/purple-rice-berries-cooked-wooden-dish-with-mint-leaves_1150-19858.jpg?w=1060&t=st=1683884169~exp=1683884769~hmac=cbae358960d57fe16933cd26ccb63b1353dd59576d26b5334b0f7a9f732a4539
144;Beras Ketan Hitam tape;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/19/6313260c-769d-4875-a3b2-ab4681eff412.jpg
145;Beras Ketan Hitam tumbuk;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://ceklist.id/wp-content/uploads/2021/08/Tepung-Ketan-Hitam-Terbaik.jpg
146;Beras ketan hitam tumbuk mentah;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://img.herstory.co.id/articles/archive_20211203/beras-hitam-20211203-092358.jpg
147;Beras Ketan Putih;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://img.freepik.com/free-photo/milled-rice-bowl-wooden-spoon-black-cement-floor_1150-20058.jpg?w=1060&t=st=1683884494~exp=1683885094~hmac=087d2b8d5b7ba0d5d39291bc84cfdab7dd5e308ae534fd542be811d73f1b8eed
148;Beras Ketan Putih kukus;;;;;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;https://img.freepik.com/free-photo/white-rice-is-placed-cup-wooden-floor_1150-26270.jpg?w=1060&t=st=1683884551~exp=1683885151~hmac=a53080997cbf768ead7314bfb2a4eb430be3da2f4caefbe22061ff25aa62d18d
149;Beras Ketan Putih tape;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://awsimages.detik.net.id/community/media/visual/2020/06/23/tape-ketan-putih-2.jpeg?w=1280
150;Beras Ketan Putih tumbuk;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.melatiputrajaya.com/wp-content/uploads/2021/02/Tepung-Beras-Ketan-sumber-Bola-Keluarga.jpg
151;Beras ketan putih tumbuk mentah;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://s1.bukalapak.com/img/13260261701/large/data.jpeg
152;Beras ladang mentah;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cf.shopee.co.id/file/7ba3bd8d1b35213b450210a2d8a7bebe
153;Beras Menir;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://s1.bukalapak.com/img/11085064122/large/Beras_Menir_Kiloan.jpg
154;Beras menir mentah;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cf.shopee.co.id/file/545e238984fb60430e0c5974baa50a67
155;Beras Merah tumbuk;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://i0.wp.com/gitacinta.com/wp-content/uploads/2022/06/tepung-beras-merah.jpg?resize=650%2C276&ssl=1
156;Beras Parboiled;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://nilaigizi.com/assets/images/produk/produk_1565756452.jpeg
157;Beras Pecah Kulit;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://media.savitri.co.id/content/uploads/2020/11/05111454/Beras-Pecah-Kulit-2-scaled.jpg
158;Beras Setengah Giling;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://media.istockphoto.com/id/1028702012/id/foto/beras-beras-setengah-giling-atau-beras-sekam.jpg?s=170667a&w=0&k=20&c=Jb-uK5CIE8eS7em_tTN1mI7vwFDbh_D3-ud50g1ODjc=
159;Beras Siger;;;;;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.goodnewsfromindonesia.id/uploads/post/large-beras-singkong-6b6d1b3932ec72a9012d9307b84fd243.jpg
160;Beras tumbuk mentah;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://nilaigizi.com/assets/images/produk/produk_1565756824.jpeg
161;Beras tumbuk merah mentah;;;;;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.faunadanflora.com/wp-content/uploads/2016/10/Kandungan-gizi-serta-manfaat-beras-merah-bagi-kesehatan.jpg
162;Betok wadi masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;https://images.tokopedia.net/img/cache/700/VqbcmM/2021/11/29/26184a0a-29ed-48dc-9c82-ca5e70c66b39.jpg
163;Bihun;;;;;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://ik.imagekit.io/dcjlghyytp1/2020/03/curry-1609780_1920.jpg?tr=f-auto
164;Bihun Goreng;;;;Goreng;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://img.kurio.network/ZxAfF4qJQbpTcsTwVZ5fxE-8_no=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/21/10/17/f29f0fe9-7b93-498a-a6fe-2e0abc82e509.jpe
165;Bihun Goreng Instan;Ya;Tepung;Makanan Berat;Goreng;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://images.tokopedia.net/img/cache/700/product-1/2019/12/18/84177129/84177129_aaf2ac94-09c8-467c-8fea-ca76c676fdf5_1000_1000
166;Bihun Jagung mentah;;;;;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cdn.idntimes.com/content-images/post/20190917/ts3-afd6374f037588e5b1267149563c6ce7.jpg
167;Bihun mentah;;;;;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://asset.kompas.com/crops/dTUuoSNNMAy7MfUGn3xsMru6iQY=/0x0:1000x667/780x390/data/photo/2020/10/25/5f9537b7649a3.jpg
168;Biji Jambu Mete;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://static.republika.co.id/uploads/images/inpicture_slide/biji-jambu-mete-seorang-warga-menunjukkan-biji-jambu-mete-_121124152601-814.jpg
169;Biji Jambu Mete goreng;;;;Goreng;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://jovee.id/wp-content/uploads/2020/09/KACANGMEDE.jpg
170;Biji nangka/Biji salak;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/0df60642ab5496ab/680x482cq70/122-biji-salak-ber-nangka-foto-resep-utama.jpg
171;Bika Ambon;Tidak;Tepung;Makanan Ringan;Kukus;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://img.kurio.network/CuLlNBy-ZgYt3R_RCdvqIAqod7k=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/21/08/09/550ddc82-8004-49fe-a427-197fead4eec3.jpe
172;Bir (4% alkohol);;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://img-cdn.medkomtek.com/9nrwopmWH6OZWfzLJFo3sIIrBns=/0x0/smart/filters:quality(75):strip_icc():format(webp)/article/gHEIB2nYYci1BklN8-Ocn/original/014067600_1615200086-kadar-alkohol-di-dalam-berbagai-jenis-minuman-keras.jpg
173;Biskuit;Ya;Tepung;Makanan Ringan;Panggang;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full/MTA-11749700/roma_roma_biscuit_kelapa_300_gr_full03_p5scekx1.jpeg
174;Bit;;;;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://static.honestdocs.id/system/blog_articles/main_hero_images/000/002/304/original/14_Manfaat_Buah_Bit_Bagi_Kesehatan_Tubuh.jpg
175;Biwah segar;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cdn.idntimes.com/content-images/community/2019/07/big-1358231-960-720-8ba3de334ccaf29bc9502faa35dd8283_600x400.jpg
176;Black forest;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;https://o-cdn-cas.sirclocdn.com/parenting/images/Kue_Black_Forest.width-800.format-webp.webp
177;Blewah, Segar;Tidak;Buah;Makanan Ringan;Mentah;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://asset.kompas.com/crops/FxWwZJ0pEAS3jG8WilnETqedLdk=/88x158:832x655/750x500/data/photo/2022/09/26/6330a0f9392c2.jpg
178;Bolu gulung;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/a827065eb7df4865/1200x630cq70/photo.jpg
179;Bonggol Pisang;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://lzd-img-global.slatic.net/g/ff/kf/S1463a138f13a4911a9d6d535825ddb61O.jpg_720x720q80.jpg
180;Bonggol Pisang kering;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.pertanianku.com/wp-content/uploads/2021/04/Keripik-Bonggol-Pisang-Berhasil-Tembus-Pasar-Ekspor.jpg
181;Bongkrek (tempe bungkil);;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cf.shopee.co.id/file/a7769b06122c01b56b932750fdbbd06d
182;Boros Kunci;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://assets-a1.kompasiana.com/items/album/2021/01/23/img-20201215-wa0054fix-600b9bfdd541df5c9d4c6c52.jpg
183;Boros Laja (lengkuas);;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://nilaigizi.com/assets/images/produk/produk_1537342919.png
184;Botok lamtoro;;;;;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;https://sweetrip.id/wp-content/uploads/2022/05/botok-lamtoro.jpg
185;Brem;;;;;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://upload.wikimedia.org/wikipedia/commons/c/c4/Brem_Madiun.JPG
186;Brondong;;;;;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cdn.idntimes.com/content-images/community/2020/07/lg-k15522919710053-2-25e6aa2e5c1611522cabcd2dad7de10f.jpg
187;Brongkos;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;https://asset.kompas.com/crops/GCuybR2DVru6BFg_rszv6WI4n_g=/0x0:1000x667/780x390/data/photo/2020/11/02/5f9f84e0407e9.jpg
188;Buah Atung;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://docplayer.info/docs-images/102/153072846/images/35-4.jpg
189;Buah kelenting segar;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://bibitbunga.com/wp-content/uploads/2016/09/tanaman-labu-madu-butternut-squash.jpg
190;Buah kelor;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://statik.tempo.co/data/2020/09/18/id_967992/967992_720.jpg
191;Buah kom segar;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/2/25/8a8932b4-ab82-4346-835e-07171fc1afec.jpg
192;Buah Mentega (bisbul);;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cdns.klimg.com/merdeka.com/i/w/news/2020/07/07/1195681/content_images/670x335/20200707152852-1-ilsutrasi-buah-mentega-atau-bisbul-002-nurul-diva-kautsar.jpg
193;Buah merah;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://suaramandiri.co/wp-content/uploads/2023/03/Buah-Merah-Papua.jpg
